Report Date,Borough,Community District,Case Type,Cases,Individuals
07/31/2018,Brooklyn,16,All Case Types,751,"1,642"
07/31/2018,Brooklyn,17,All Case Types,592,"1,206"
07/31/2018,Brooklyn,18,All Case Types,383,783
07/31/2018,Brooklyn,Unknown CD,All Case Types,"1,221","2,024"
07/31/2018,Manhattan,1,All Case Types,191,423
07/31/2018,Manhattan,2,All Case Types,29,39
07/31/2018,Manhattan,3,All Case Types,372,699
07/31/2018,Manhattan,4,All Case Types,199,294
07/31/2018,Manhattan,5,All Case Types,60,91
07/31/2018,Manhattan,6,All Case Types,97,128
07/31/2018,Manhattan,7,All Case Types,203,371
07/31/2018,Manhattan,8,All Case Types,68,92
07/31/2018,Manhattan,9,All Case Types,371,698
07/31/2018,Manhattan,10,All Case Types,780,"1,477"
07/31/2018,Manhattan,11,All Case Types,767,"1,370"
07/31/2018,Manhattan,12,All Case Types,433,882
07/31/2018,Manhattan,Unknown CD,All Case Types,"1,751","2,502"
07/31/2018,Queens,1,All Case Types,478,671
07/31/2018,Queens,2,All Case Types,217,280
07/31/2018,Queens,3,All Case Types,146,312
07/31/2018,Queens,4,All Case Types,135,273
07/31/2018,Queens,5,All Case Types,127,262
07/31/2018,Queens,6,All Case Types,27,40
07/31/2018,Queens,7,All Case Types,97,187
07/31/2018,Queens,8,All Case Types,138,242
07/31/2018,Queens,9,All Case Types,154,295
07/31/2018,Queens,10,All Case Types,134,232
07/31/2018,Queens,11,All Case Types,21,37
07/31/2018,Queens,12,All Case Types,804,"1,624"
07/31/2018,Queens,13,All Case Types,307,587
07/31/2018,Queens,14,All Case Types,467,976
07/31/2018,Queens,Unknown CD,All Case Types,"1,047","1,942"
07/31/2018,Staten Island,1,All Case Types,376,880
07/31/2018,Staten Island,2,All Case Types,56,94
07/31/2018,Staten Island,3,All Case Types,32,67
07/31/2018,Staten Island,Unknown CD,All Case Types,104,186
06/30/2018,Bronx,1,All Case Types,876,"1,991"
06/30/2018,Bronx,2,All Case Types,396,906
06/30/2018,Bronx,3,All Case Types,816,"1,877"
06/30/2018,Bronx,4,All Case Types,940,"2,228"
06/30/2018,Bronx,5,All Case Types,921,"2,085"
06/30/2018,Bronx,6,All Case Types,696,"1,666"
06/30/2018,Bronx,7,All Case Types,665,"1,477"
06/30/2018,Bronx,8,All Case Types,188,408
06/30/2018,Bronx,9,All Case Types,811,"1,821"
06/30/2018,Bronx,10,All Case Types,217,447
06/30/2018,Bronx,11,All Case Types,374,792
06/30/2018,Bronx,12,All Case Types,766,"1,751"
06/30/2018,Bronx,Unknown CD,All Case Types,"1,547","2,923"
06/30/2018,Brooklyn,1,All Case Types,257,513
06/30/2018,Brooklyn,2,All Case Types,248,435
06/30/2018,Brooklyn,3,All Case Types,944,"1,817"
06/30/2018,Brooklyn,4,All Case Types,409,830
06/30/2018,Brooklyn,5,All Case Types,"1,180","2,545"
06/30/2018,Brooklyn,6,All Case Types,156,298
06/30/2018,Brooklyn,7,All Case Types,126,260
06/30/2018,Brooklyn,8,All Case Types,470,948
06/30/2018,Brooklyn,9,All Case Types,301,582
06/30/2018,Brooklyn,10,All Case Types,59,93
06/30/2018,Brooklyn,11,All Case Types,96,174
06/30/2018,Brooklyn,12,All Case Types,89,166
06/30/2018,Brooklyn,13,All Case Types,210,423
06/30/2018,Brooklyn,14,All Case Types,285,560
06/30/2018,Brooklyn,15,All Case Types,96,200
06/30/2018,Brooklyn,16,All Case Types,749,"1,620"
06/30/2018,Brooklyn,17,All Case Types,594,"1,213"
06/30/2018,Brooklyn,18,All Case Types,400,823
06/30/2018,Brooklyn,Unknown CD,All Case Types,"1,232","2,037"
06/30/2018,Manhattan,1,All Case Types,187,408
06/30/2018,Manhattan,2,All Case Types,29,43
06/30/2018,Manhattan,3,All Case Types,363,677
06/30/2018,Manhattan,4,All Case Types,200,292
06/30/2018,Manhattan,5,All Case Types,126,196
06/30/2018,Manhattan,6,All Case Types,107,137
06/30/2018,Manhattan,7,All Case Types,219,405
06/30/2018,Manhattan,8,All Case Types,71,97
06/30/2018,Manhattan,9,All Case Types,383,727
06/30/2018,Manhattan,10,All Case Types,796,"1,535"
06/30/2018,Manhattan,11,All Case Types,744,"1,357"
06/30/2018,Manhattan,12,All Case Types,422,871
06/30/2018,Manhattan,Unknown CD,All Case Types,"1,747","2,537"
06/30/2018,Queens,1,All Case Types,482,671
06/30/2018,Queens,2,All Case Types,223,282
06/30/2018,Queens,3,All Case Types,143,291
06/30/2018,Queens,4,All Case Types,136,276
06/30/2018,Queens,5,All Case Types,131,287
06/30/2018,Queens,6,All Case Types,26,43
06/30/2018,Queens,7,All Case Types,97,178
06/30/2018,Queens,8,All Case Types,143,258
06/30/2018,Queens,9,All Case Types,151,288
06/30/2018,Queens,10,All Case Types,119,205
06/30/2018,Queens,11,All Case Types,20,34
06/30/2018,Queens,12,All Case Types,790,"1,606"
06/30/2018,Queens,13,All Case Types,308,588
06/30/2018,Queens,14,All Case Types,464,978
06/30/2018,Queens,Unknown CD,All Case Types,"1,088","2,083"
06/30/2018,Staten Island,1,All Case Types,391,890
06/30/2018,Staten Island,2,All Case Types,46,80
06/30/2018,Staten Island,3,All Case Types,31,60
06/30/2018,Staten Island,Unknown CD,All Case Types,105,197
05/31/2018,Bronx,1,All Case Types,881,"2,021"
05/31/2018,Bronx,2,All Case Types,401,918
05/31/2018,Bronx,3,All Case Types,811,"1,881"
05/31/2018,Bronx,4,All Case Types,952,"2,254"
05/31/2018,Bronx,5,All Case Types,917,"2,085"
05/31/2018,Bronx,6,All Case Types,708,"1,710"
05/31/2018,Bronx,7,All Case Types,677,"1,502"
05/31/2018,Bronx,8,All Case Types,182,389
05/31/2018,Bronx,9,All Case Types,823,"1,861"
05/31/2018,Bronx,10,All Case Types,207,439
05/31/2018,Bronx,11,All Case Types,376,810
05/31/2018,Bronx,12,All Case Types,749,"1,721"
05/31/2018,Bronx,Unknown CD,All Case Types,"1,591","3,064"
05/31/2018,Brooklyn,1,All Case Types,249,495
05/31/2018,Brooklyn,2,All Case Types,266,471
05/31/2018,Brooklyn,3,All Case Types,976,"1,855"
05/31/2018,Brooklyn,4,All Case Types,422,873
05/31/2018,Brooklyn,5,All Case Types,"1,186","2,563"
05/31/2018,Brooklyn,6,All Case Types,154,289
05/31/2018,Brooklyn,7,All Case Types,132,267
05/31/2018,Brooklyn,8,All Case Types,469,943
05/31/2018,Brooklyn,9,All Case Types,301,583
05/31/2018,Brooklyn,10,All Case Types,61,101
05/31/2018,Brooklyn,11,All Case Types,97,178
05/31/2018,Brooklyn,12,All Case Types,88,161
05/31/2018,Brooklyn,13,All Case Types,216,445
05/31/2018,Brooklyn,14,All Case Types,292,583
05/31/2018,Brooklyn,15,All Case Types,102,223
05/31/2018,Brooklyn,16,All Case Types,768,"1,628"
05/31/2018,Brooklyn,17,All Case Types,613,"1,261"
05/31/2018,Brooklyn,18,All Case Types,399,811
05/31/2018,Brooklyn,Unknown CD,All Case Types,"1,260","2,097"
05/31/2018,Manhattan,1,All Case Types,181,388
05/31/2018,Manhattan,2,All Case Types,31,40
05/31/2018,Manhattan,3,All Case Types,362,673
05/31/2018,Manhattan,4,All Case Types,206,301
05/31/2018,Manhattan,5,All Case Types,128,201
05/31/2018,Manhattan,6,All Case Types,107,137
05/31/2018,Manhattan,7,All Case Types,214,390
05/31/2018,Manhattan,8,All Case Types,69,93
05/31/2018,Manhattan,9,All Case Types,391,746
05/31/2018,Manhattan,10,All Case Types,808,"1,574"
05/31/2018,Manhattan,11,All Case Types,777,"1,431"
05/31/2018,Manhattan,12,All Case Types,421,857
05/31/2018,Manhattan,Unknown CD,All Case Types,"1,795","2,592"
05/31/2018,Queens,1,All Case Types,487,687
05/31/2018,Queens,2,All Case Types,218,274
05/31/2018,Queens,3,All Case Types,141,299
05/31/2018,Queens,4,All Case Types,129,256
05/31/2018,Queens,5,All Case Types,135,287
05/31/2018,Queens,6,All Case Types,29,45
05/31/2018,Queens,7,All Case Types,103,189
05/31/2018,Queens,8,All Case Types,129,225
05/31/2018,Queens,9,All Case Types,149,288
05/31/2018,Queens,10,All Case Types,119,216
05/31/2018,Queens,11,All Case Types,20,35
05/31/2018,Queens,12,All Case Types,813,"1,628"
05/31/2018,Queens,13,All Case Types,313,597
05/31/2018,Queens,14,All Case Types,474,"1,008"
05/31/2018,Queens,Unknown CD,All Case Types,"1,089","2,087"
05/31/2018,Staten Island,1,All Case Types,392,917
05/31/2018,Staten Island,2,All Case Types,49,88
05/31/2018,Staten Island,3,All Case Types,31,52
05/31/2018,Staten Island,Unknown CD,All Case Types,118,241
04/30/2018,Bronx,1,All Case Types,876,"2,033"
04/30/2018,Bronx,2,All Case Types,407,938
04/30/2018,Bronx,3,All Case Types,825,"1,914"
04/30/2018,Bronx,4,All Case Types,954,"2,267"
04/30/2018,Bronx,5,All Case Types,929,"2,124"
04/30/2018,Bronx,6,All Case Types,724,"1,759"
04/30/2018,Bronx,7,All Case Types,699,"1,562"
04/30/2018,Bronx,8,All Case Types,176,386
04/30/2018,Bronx,9,All Case Types,829,"1,882"
04/30/2018,Bronx,10,All Case Types,218,459
04/30/2018,Bronx,11,All Case Types,379,815
04/30/2018,Bronx,12,All Case Types,756,"1,747"
04/30/2018,Brooklyn,1,All Case Types,252,508
04/30/2018,Brooklyn,2,All Case Types,278,508
04/30/2018,Brooklyn,3,All Case Types,984,"1,909"
04/30/2018,Brooklyn,4,All Case Types,417,873
04/30/2018,Brooklyn,5,All Case Types,"1,196","2,587"
04/30/2018,Brooklyn,6,All Case Types,155,298
04/30/2018,Brooklyn,7,All Case Types,138,282
04/30/2018,Brooklyn,8,All Case Types,476,960
04/30/2018,Brooklyn,9,All Case Types,301,579
04/30/2018,Brooklyn,10,All Case Types,62,102
04/30/2018,Brooklyn,11,All Case Types,93,171
04/30/2018,Brooklyn,12,All Case Types,92,160
04/30/2018,Brooklyn,13,All Case Types,219,460
04/30/2018,Brooklyn,14,All Case Types,305,591
04/30/2018,Brooklyn,15,All Case Types,106,232
04/30/2018,Brooklyn,16,All Case Types,766,"1,632"
04/30/2018,Brooklyn,17,All Case Types,645,"1,320"
04/30/2018,Brooklyn,18,All Case Types,409,827
04/30/2018,Brooklyn,Unknown CD,All Case Types,"1,589","3,088"
04/30/2018,Manhattan,1,All Case Types,198,421
04/30/2018,Manhattan,2,All Case Types,31,39
04/30/2018,Manhattan,3,All Case Types,364,681
04/30/2018,Manhattan,4,All Case Types,206,306
04/30/2018,Manhattan,5,All Case Types,116,169
04/30/2018,Manhattan,6,All Case Types,106,138
04/30/2018,Manhattan,7,All Case Types,229,421
04/30/2018,Manhattan,8,All Case Types,75,103
04/30/2018,Manhattan,9,All Case Types,392,746
04/30/2018,Manhattan,10,All Case Types,815,"1,577"
04/30/2018,Manhattan,11,All Case Types,794,"1,481"
04/30/2018,Manhattan,12,All Case Types,424,879
04/30/2018,Manhattan,Unknown CD,All Case Types,"1,819","2,620"
04/30/2018,Queens,1,All Case Types,477,679
04/30/2018,Queens,2,All Case Types,212,274
04/30/2018,Queens,3,All Case Types,148,309
04/30/2018,Queens,4,All Case Types,128,251
04/30/2018,Queens,5,All Case Types,140,294
04/30/2018,Queens,6,All Case Types,31,43
04/30/2018,Queens,7,All Case Types,92,173
04/30/2018,Queens,8,All Case Types,132,232
04/30/2018,Queens,9,All Case Types,142,280
04/30/2018,Queens,10,All Case Types,125,231
04/30/2018,Queens,11,All Case Types,17,23
04/30/2018,Queens,12,All Case Types,806,"1,628"
04/30/2018,Queens,13,All Case Types,311,589
04/30/2018,Queens,14,All Case Types,474,"1,002"
04/30/2018,Queens,Unknown CD,All Case Types,"1,115","2,134"
04/30/2018,Staten Island,1,All Case Types,395,942
04/30/2018,Staten Island,2,All Case Types,54,101
04/30/2018,Staten Island,3,All Case Types,30,49
04/30/2018,Staten Island,Unknown CD,All Case Types,129,268
03/31/2018,Bronx,1,All Case Types,877,"2,034"
03/31/2018,Bronx,2,All Case Types,419,978
03/31/2018,Bronx,3,All Case Types,830,"1,969"
03/31/2018,Bronx,4,All Case Types,960,"2,273"
03/31/2018,Bronx,5,All Case Types,944,"2,199"
03/31/2018,Bronx,6,All Case Types,704,"1,696"
03/31/2018,Bronx,7,All Case Types,682,"1,515"
03/31/2018,Bronx,8,All Case Types,174,385
03/31/2018,Bronx,9,All Case Types,833,"1,907"
03/31/2018,Bronx,10,All Case Types,219,474
03/31/2018,Bronx,11,All Case Types,355,770
03/31/2018,Bronx,12,All Case Types,774,"1,785"
03/31/2018,Bronx,Unknown CD,All Case Types,"1,610","3,113"
03/31/2018,Brooklyn,1,All Case Types,259,522
03/31/2018,Brooklyn,2,All Case Types,281,508
03/31/2018,Brooklyn,3,All Case Types,"1,010","2,000"
03/31/2018,Brooklyn,4,All Case Types,417,875
03/31/2018,Brooklyn,5,All Case Types,"1,202","2,626"
03/31/2018,Brooklyn,6,All Case Types,165,317
03/31/2018,Brooklyn,7,All Case Types,132,271
03/31/2018,Brooklyn,8,All Case Types,464,947
03/31/2018,Brooklyn,9,All Case Types,309,609
03/31/2018,Brooklyn,10,All Case Types,59,102
03/31/2018,Brooklyn,11,All Case Types,96,172
03/31/2018,Brooklyn,12,All Case Types,85,147
03/31/2018,Brooklyn,13,All Case Types,221,472
03/31/2018,Brooklyn,14,All Case Types,299,587
03/31/2018,Brooklyn,15,All Case Types,115,244
03/31/2018,Brooklyn,16,All Case Types,797,"1,693"
03/31/2018,Brooklyn,17,All Case Types,638,"1,317"
03/31/2018,Brooklyn,18,All Case Types,413,826
03/31/2018,Brooklyn,Unknown CD,All Case Types,"1,210","2,013"
03/31/2018,Manhattan,1,All Case Types,187,415
03/31/2018,Manhattan,2,All Case Types,30,37
03/31/2018,Manhattan,3,All Case Types,355,670
03/31/2018,Manhattan,4,All Case Types,205,318
03/31/2018,Manhattan,5,All Case Types,151,216
03/31/2018,Manhattan,6,All Case Types,102,136
03/31/2018,Manhattan,7,All Case Types,228,418
03/31/2018,Manhattan,8,All Case Types,76,106
03/31/2018,Manhattan,9,All Case Types,390,744
03/31/2018,Manhattan,10,All Case Types,794,"1,546"
03/31/2018,Manhattan,11,All Case Types,776,"1,457"
03/31/2018,Manhattan,12,All Case Types,430,878
03/31/2018,Manhattan,Unknown CD,All Case Types,"1,809","2,624"
03/31/2018,Queens,1,All Case Types,452,655
03/31/2018,Queens,2,All Case Types,204,269
03/31/2018,Queens,3,All Case Types,142,296
03/31/2018,Queens,4,All Case Types,132,261
03/31/2018,Queens,5,All Case Types,132,298
03/31/2018,Queens,6,All Case Types,27,38
03/31/2018,Queens,7,All Case Types,94,172
03/31/2018,Queens,8,All Case Types,138,240
03/31/2018,Queens,9,All Case Types,142,272
03/31/2018,Queens,10,All Case Types,122,228
03/31/2018,Queens,11,All Case Types,16,24
03/31/2018,Queens,12,All Case Types,813,"1,636"
03/31/2018,Queens,13,All Case Types,305,570
03/31/2018,Queens,14,All Case Types,475,999
03/31/2018,Queens,Unknown CD,All Case Types,"1,134","2,176"
03/31/2018,Staten Island,1,All Case Types,386,909
03/31/2018,Staten Island,2,All Case Types,47,85
03/31/2018,Staten Island,3,All Case Types,31,57
03/31/2018,Staten Island,Unknown CD,All Case Types,133,277
02/28/2018,Bronx,1,All Case Types,875,"2,043"
02/28/2018,Bronx,2,All Case Types,421,"1,004"
02/28/2018,Bronx,3,All Case Types,829,"1,952"
02/28/2018,Bronx,4,All Case Types,960,"2,257"
02/28/2018,Bronx,5,All Case Types,935,"2,187"
02/28/2018,Bronx,6,All Case Types,709,"1,706"
02/28/2018,Bronx,7,All Case Types,684,"1,523"
02/28/2018,Bronx,8,All Case Types,172,371
02/28/2018,Bronx,9,All Case Types,831,"1,924"
02/28/2018,Bronx,10,All Case Types,220,479
02/28/2018,Bronx,11,All Case Types,361,782
02/28/2018,Bronx,12,All Case Types,773,"1,795"
02/28/2018,Bronx,Unknown CD,All Case Types,"1,663","3,245"
02/28/2018,Brooklyn,1,All Case Types,260,509
02/28/2018,Brooklyn,2,All Case Types,270,490
02/28/2018,Brooklyn,3,All Case Types,"1,002","2,007"
02/28/2018,Brooklyn,4,All Case Types,408,862
02/28/2018,Brooklyn,5,All Case Types,"1,228","2,657"
02/28/2018,Brooklyn,6,All Case Types,166,343
02/28/2018,Brooklyn,7,All Case Types,134,276
02/28/2018,Brooklyn,8,All Case Types,482,976
02/28/2018,Brooklyn,9,All Case Types,311,621
02/28/2018,Brooklyn,10,All Case Types,65,115
02/28/2018,Brooklyn,11,All Case Types,94,169
02/28/2018,Brooklyn,12,All Case Types,94,161
02/28/2018,Brooklyn,13,All Case Types,221,476
02/28/2018,Brooklyn,14,All Case Types,296,577
02/28/2018,Brooklyn,15,All Case Types,106,229
02/28/2018,Brooklyn,16,All Case Types,802,"1,713"
02/28/2018,Brooklyn,17,All Case Types,634,"1,349"
02/28/2018,Brooklyn,18,All Case Types,382,789
02/28/2018,Brooklyn,Unknown CD,All Case Types,"1,227","2,063"
02/28/2018,Manhattan,1,All Case Types,188,408
02/28/2018,Manhattan,2,All Case Types,28,36
02/28/2018,Manhattan,3,All Case Types,368,704
02/28/2018,Manhattan,4,All Case Types,212,315
02/28/2018,Manhattan,5,All Case Types,145,199
02/28/2018,Manhattan,6,All Case Types,104,144
02/28/2018,Manhattan,7,All Case Types,223,406
02/28/2018,Manhattan,8,All Case Types,75,101
02/28/2018,Manhattan,9,All Case Types,407,772
02/28/2018,Manhattan,10,All Case Types,809,"1,569"
02/28/2018,Manhattan,11,All Case Types,794,"1,499"
02/28/2018,Manhattan,12,All Case Types,438,894
02/28/2018,Manhattan,Unknown CD,All Case Types,"1,843","2,709"
02/28/2018,Queens,1,All Case Types,434,627
02/28/2018,Queens,2,All Case Types,212,287
02/28/2018,Queens,3,All Case Types,142,299
02/28/2018,Queens,4,All Case Types,125,261
02/28/2018,Queens,5,All Case Types,138,307
02/28/2018,Queens,6,All Case Types,31,45
02/28/2018,Queens,7,All Case Types,98,177
02/28/2018,Queens,8,All Case Types,148,260
02/28/2018,Queens,9,All Case Types,152,278
02/28/2018,Queens,10,All Case Types,120,228
02/28/2018,Queens,11,All Case Types,16,22
02/28/2018,Queens,12,All Case Types,820,"1,654"
02/28/2018,Queens,13,All Case Types,300,559
02/28/2018,Queens,14,All Case Types,452,951
02/28/2018,Queens,Unknown CD,All Case Types,"1,166","2,250"
02/28/2018,Staten Island,1,All Case Types,402,922
02/28/2018,Staten Island,2,All Case Types,47,83
02/28/2018,Staten Island,3,All Case Types,34,64
02/28/2018,Staten Island,Unknown CD,All Case Types,138,292
01/31/2018,Bronx,1,All Case Types,883,"2,079"
01/31/2018,Bronx,2,All Case Types,438,"1,025"
01/31/2018,Bronx,3,All Case Types,856,"1,986"
01/31/2018,Bronx,4,All Case Types,961,"2,264"
01/31/2018,Bronx,5,All Case Types,934,"2,189"
01/31/2018,Bronx,6,All Case Types,692,"1,683"
01/31/2018,Bronx,7,All Case Types,700,"1,569"
01/31/2018,Bronx,8,All Case Types,172,383
01/31/2018,Bronx,9,All Case Types,846,"1,983"
01/31/2018,Bronx,10,All Case Types,213,460
01/31/2018,Bronx,11,All Case Types,347,760
01/31/2018,Bronx,12,All Case Types,784,"1,827"
01/31/2018,Bronx,Unknown CD,All Case Types,"1,636","3,218"
01/31/2018,Brooklyn,1,All Case Types,259,517
01/31/2018,Brooklyn,2,All Case Types,267,492
01/31/2018,Brooklyn,3,All Case Types,"1,010","2,013"
01/31/2018,Brooklyn,4,All Case Types,420,896
01/31/2018,Brooklyn,5,All Case Types,"1,245","2,699"
01/31/2018,Brooklyn,6,All Case Types,171,346
01/31/2018,Brooklyn,7,All Case Types,137,283
01/31/2018,Brooklyn,8,All Case Types,470,942
01/31/2018,Brooklyn,9,All Case Types,310,625
01/31/2018,Brooklyn,10,All Case Types,62,109
01/31/2018,Brooklyn,11,All Case Types,88,165
01/31/2018,Brooklyn,12,All Case Types,91,164
01/31/2018,Brooklyn,13,All Case Types,225,475
01/31/2018,Brooklyn,14,All Case Types,309,610
01/31/2018,Brooklyn,15,All Case Types,106,232
01/31/2018,Brooklyn,16,All Case Types,829,"1,789"
01/31/2018,Brooklyn,17,All Case Types,649,"1,383"
01/31/2018,Brooklyn,18,All Case Types,372,773
01/31/2018,Brooklyn,Unknown CD,All Case Types,"1,237","2,102"
01/31/2018,Manhattan,1,All Case Types,189,424
01/31/2018,Manhattan,2,All Case Types,34,46
01/31/2018,Manhattan,3,All Case Types,364,692
01/31/2018,Manhattan,4,All Case Types,205,312
01/31/2018,Manhattan,5,All Case Types,154,213
01/31/2018,Manhattan,6,All Case Types,96,133
01/31/2018,Manhattan,7,All Case Types,220,406
01/31/2018,Manhattan,8,All Case Types,69,98
01/31/2018,Manhattan,9,All Case Types,407,761
01/31/2018,Manhattan,10,All Case Types,819,"1,584"
01/31/2018,Manhattan,11,All Case Types,827,"1,565"
01/31/2018,Manhattan,12,All Case Types,429,882
01/31/2018,Manhattan,Unknown CD,All Case Types,"1,829","2,670"
01/31/2018,Queens,1,All Case Types,444,654
01/31/2018,Queens,2,All Case Types,217,290
01/31/2018,Queens,3,All Case Types,143,297
01/31/2018,Queens,4,All Case Types,125,259
01/31/2018,Queens,5,All Case Types,137,297
01/31/2018,Queens,6,All Case Types,29,44
01/31/2018,Queens,7,All Case Types,99,185
01/31/2018,Queens,8,All Case Types,137,245
01/31/2018,Queens,9,All Case Types,149,284
01/31/2018,Queens,10,All Case Types,118,227
01/31/2018,Queens,11,All Case Types,16,22
01/31/2018,Queens,12,All Case Types,828,"1,683"
01/31/2018,Queens,13,All Case Types,292,567
01/31/2018,Queens,14,All Case Types,453,962
01/31/2018,Queens,Unknown CD,All Case Types,"1,211","2,355"
01/31/2018,Staten Island,1,All Case Types,388,903
01/31/2018,Staten Island,2,All Case Types,42,75
01/31/2018,Staten Island,3,All Case Types,33,60
01/31/2018,Staten Island,Unknown CD,All Case Types,145,317
12/31/2017,Bronx,1,All Case Types,863,"2,006"
12/31/2017,Bronx,2,All Case Types,423,993
12/31/2017,Bronx,3,All Case Types,849,"1,996"
12/31/2017,Bronx,4,All Case Types,957,"2,241"
12/31/2017,Bronx,5,All Case Types,925,"2,181"
12/31/2017,Bronx,6,All Case Types,697,"1,704"
12/31/2017,Bronx,7,All Case Types,677,"1,531"
12/31/2017,Bronx,8,All Case Types,168,367
12/31/2017,Bronx,9,All Case Types,809,"1,907"
12/31/2017,Bronx,10,All Case Types,210,449
12/31/2017,Bronx,11,All Case Types,328,723
12/31/2017,Bronx,12,All Case Types,795,"1,832"
12/31/2017,Bronx,Unknown CD,All Case Types,"1,561","3,149"
12/31/2017,Brooklyn,1,All Case Types,254,499
12/31/2017,Brooklyn,2,All Case Types,259,474
12/31/2017,Brooklyn,3,All Case Types,"1,004","2,017"
12/31/2017,Brooklyn,4,All Case Types,414,883
12/31/2017,Brooklyn,5,All Case Types,"1,220","2,641"
12/31/2017,Brooklyn,6,All Case Types,164,339
12/31/2017,Brooklyn,7,All Case Types,138,284
12/31/2017,Brooklyn,8,All Case Types,463,931
12/31/2017,Brooklyn,9,All Case Types,313,628
12/31/2017,Brooklyn,10,All Case Types,56,99
12/31/2017,Brooklyn,11,All Case Types,82,157
12/31/2017,Brooklyn,12,All Case Types,82,149
12/31/2017,Brooklyn,13,All Case Types,226,487
12/31/2017,Brooklyn,14,All Case Types,306,605
12/31/2017,Brooklyn,15,All Case Types,106,229
12/31/2017,Brooklyn,16,All Case Types,803,"1,750"
12/31/2017,Brooklyn,17,All Case Types,625,"1,330"
12/31/2017,Brooklyn,18,All Case Types,370,772
12/31/2017,Brooklyn,Unknown CD,All Case Types,"1,189","2,070"
12/31/2017,Manhattan,1,All Case Types,184,417
12/31/2017,Manhattan,2,All Case Types,28,37
12/31/2017,Manhattan,3,All Case Types,362,699
12/31/2017,Manhattan,4,All Case Types,204,306
12/31/2017,Manhattan,5,All Case Types,157,233
12/31/2017,Manhattan,6,All Case Types,105,145
12/31/2017,Manhattan,7,All Case Types,214,393
12/31/2017,Manhattan,8,All Case Types,68,99
12/31/2017,Manhattan,9,All Case Types,393,734
12/31/2017,Manhattan,10,All Case Types,778,"1,514"
12/31/2017,Manhattan,11,All Case Types,781,"1,546"
12/31/2017,Manhattan,12,All Case Types,418,853
12/31/2017,Manhattan,Unknown CD,All Case Types,"1,756","2,599"
12/31/2017,Queens,1,All Case Types,405,603
12/31/2017,Queens,2,All Case Types,199,262
12/31/2017,Queens,3,All Case Types,142,287
12/31/2017,Queens,4,All Case Types,126,266
12/31/2017,Queens,5,All Case Types,134,292
12/31/2017,Queens,6,All Case Types,29,42
12/31/2017,Queens,7,All Case Types,93,170
12/31/2017,Queens,8,All Case Types,131,231
12/31/2017,Queens,9,All Case Types,142,251
12/31/2017,Queens,10,All Case Types,115,223
12/31/2017,Queens,11,All Case Types,16,21
12/31/2017,Queens,12,All Case Types,786,"1,614"
12/31/2017,Queens,13,All Case Types,288,556
12/31/2017,Queens,14,All Case Types,441,938
12/31/2017,Queens,Unknown CD,All Case Types,"1,198","2,362"
12/31/2017,Staten Island,1,All Case Types,370,879
12/31/2017,Staten Island,2,All Case Types,42,71
12/31/2017,Staten Island,3,All Case Types,34,60
12/31/2017,Staten Island,Unknown CD,All Case Types,147,317
11/30/2017,Bronx,1,All Case Types,859,"1,988"
11/30/2017,Bronx,2,All Case Types,440,"1,023"
11/30/2017,Bronx,3,All Case Types,827,"1,944"
11/30/2017,Bronx,4,All Case Types,978,"2,294"
11/30/2017,Bronx,5,All Case Types,937,"2,216"
11/30/2017,Bronx,6,All Case Types,709,"1,727"
11/30/2017,Bronx,7,All Case Types,691,"1,545"
11/30/2017,Bronx,8,All Case Types,176,386
11/30/2017,Bronx,9,All Case Types,826,"1,908"
11/30/2017,Bronx,10,All Case Types,209,441
11/30/2017,Bronx,11,All Case Types,322,689
11/30/2017,Bronx,12,All Case Types,798,"1,786"
11/30/2017,Bronx,Unknown CD,All Case Types,"1,596","3,238"
11/30/2017,Brooklyn,1,All Case Types,264,529
11/30/2017,Brooklyn,2,All Case Types,265,490
11/30/2017,Brooklyn,3,All Case Types,"1,002","2,006"
11/30/2017,Brooklyn,4,All Case Types,428,923
11/30/2017,Brooklyn,5,All Case Types,"1,222","2,665"
11/30/2017,Brooklyn,6,All Case Types,157,319
11/30/2017,Brooklyn,7,All Case Types,138,285
11/30/2017,Brooklyn,8,All Case Types,479,965
11/30/2017,Brooklyn,9,All Case Types,301,619
11/30/2017,Brooklyn,10,All Case Types,58,103
11/30/2017,Brooklyn,11,All Case Types,88,163
11/30/2017,Brooklyn,12,All Case Types,83,142
11/30/2017,Brooklyn,13,All Case Types,217,469
11/30/2017,Brooklyn,14,All Case Types,303,595
11/30/2017,Brooklyn,15,All Case Types,100,214
11/30/2017,Brooklyn,16,All Case Types,804,"1,758"
11/30/2017,Brooklyn,17,All Case Types,614,"1,326"
11/30/2017,Brooklyn,18,All Case Types,377,790
11/30/2017,Brooklyn,Unknown CD,All Case Types,"1,207","2,116"
11/30/2017,Manhattan,1,All Case Types,183,418
11/30/2017,Manhattan,2,All Case Types,30,40
11/30/2017,Manhattan,3,All Case Types,367,723
11/30/2017,Manhattan,4,All Case Types,199,296
11/30/2017,Manhattan,5,All Case Types,154,217
11/30/2017,Manhattan,6,All Case Types,103,140
11/30/2017,Manhattan,7,All Case Types,219,408
11/30/2017,Manhattan,8,All Case Types,71,106
11/30/2017,Manhattan,9,All Case Types,398,748
11/30/2017,Manhattan,10,All Case Types,803,"1,562"
11/30/2017,Manhattan,11,All Case Types,813,"1,606"
11/30/2017,Manhattan,12,All Case Types,434,865
11/30/2017,Manhattan,Unknown CD,All Case Types,"1,702","2,518"
